Project Code,Data Type,RES_SEC,Date,Hour,Value
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,1,723.021
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,2,723.046
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,3,723.063
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,4,723.083
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,5,723.114
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,6,723.137
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,7,723.154
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,8,723.173
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,9,723.198
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,10,723.218
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,11,723.24
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,12,723.26
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,13,723.282
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,14,723.302
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,15,723.324
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,16,723.337
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,17,723.358
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,18,723.377
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,19,723.395
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,20,723.417
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,21,723.423
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,22,723.442
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,23,723.472
LAJ,RSE,R1 - Downtown Reservoir,2011-06-20,24,723.487
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,1,723.507
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,2,723.523
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,3,723.544
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,4,723.564
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,5,723.581
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,6,723.595
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,7,723.618
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,8,723.639
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,9,723.657
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,10,723.674
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,11,723.7
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,12,723.711
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,13,723.746
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,14,723.758
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,15,723.785
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,16,723.793
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,17,723.816
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,18,723.829
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,19,723.83
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,20,723.879
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,21,723.873
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,22,723.892
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,23,723.905
LAJ,RSE,R1 - Downtown Reservoir,2011-06-21,24,723.925
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,1,723.949
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,2,723.966
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,3,723.985
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,4,724
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,5,724.023
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,6,724.042
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,7,724.054
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,8,724.075
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,9,724.097
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,10,724.109
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,11,724.126
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,12,724.149
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,13,724.17
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,14,724.191
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,15,724.2
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,16,724.216
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,17,724.229
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,18,724.25
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,19,724.261
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,20,724.272
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,21,724.291
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,22,724.315
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,23,724.332
LAJ,RSE,R1 - Downtown Reservoir,2011-06-22,24,724.352
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,1,724.374
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,2,724.393
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,3,724.408
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,4,724.428
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,5,724.444
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,6,724.465
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,7,724.486
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,8,724.496
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,9,724.517
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,10,724.538
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,11,724.555
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,12,724.569
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,13,724.586
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,14,724.628
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,15,724.626
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,16,724.617
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,17,724.666
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,18,724.675
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,19,724.683
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,20,724.698
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,21,724.719
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,22,724.731
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,23,724.749
LAJ,RSE,R1 - Downtown Reservoir,2011-06-23,24,724.769
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,1,724.781
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,2,724.793
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,3,724.815
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,4,724.83
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,5,724.841
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,6,724.861
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,7,724.872
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,8,724.886
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,9,724.9
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,10,724.909
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,11,724.932
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,12,724.946
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,13,724.965
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,14,724.983
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,15,724.995
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,16,725.001
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,17,725.02
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,18,725.04
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,19,725.041
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,20,725.057
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,21,725.065
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,22,725.079
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,23,725.091
LAJ,RSE,R1 - Downtown Reservoir,2011-06-24,24,725.095
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,1,725.113
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,2,725.127
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,3,725.144
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,4,725.158
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,5,725.161
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,6,725.176
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,7,725.19
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,8,725.196
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,9,725.215
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,10,725.228
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,11,725.235
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,12,725.249
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,13,725.259
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,14,725.269
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,15,725.28
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,16,725.299
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,17,725.308
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,18,725.317
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,19,725.33
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,20,725.33
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,21,725.35
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,22,725.35
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,23,725.371
LAJ,RSE,R1 - Downtown Reservoir,2011-06-25,24,725.382
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,1,725.392
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,2,725.403
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,3,725.414
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,4,725.418
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,5,725.437
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,6,725.454
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,7,725.46
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,8,725.468
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,9,725.473
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,10,725.493
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,11,725.5
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,12,725.507
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,13,725.52
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,14,725.53
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,15,725.537
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,16,725.554
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,17,725.553
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,18,725.562
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,19,725.583
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,20,725.585
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,21,725.603
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,22,725.614
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,23,725.625
LAJ,RSE,R1 - Downtown Reservoir,2011-06-26,24,725.635
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,1,725.647
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,2,725.665
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,3,725.668
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,4,725.684
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,5,725.699
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,6,725.716
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,7,725.721
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,8,725.737
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,9,725.743
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,10,725.757
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,11,725.768
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,12,725.78
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,13,725.8
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,14,725.801
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,15,725.83
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,16,725.836
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,17,725.843
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,18,725.862
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,19,725.873
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,20,725.877
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,21,725.894
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,22,725.906
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,23,725.922
LAJ,RSE,R1 - Downtown Reservoir,2011-06-27,24,725.93
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,1,725.937
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,2,725.956
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,3,725.969
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,4,725.989
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,5,725.995
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,6,726.016
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,7,726.026
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,8,726.044
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,9,726.058
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,10,726.077
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,11,726.09
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,12,726.102
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,13,726.112
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,14,726.122
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,15,726.139
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,16,726.154
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,17,726.168
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,18,726.18
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,19,726.201
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,20,726.22
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,21,726.227
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,22,726.244
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,23,726.253
LAJ,RSE,R1 - Downtown Reservoir,2011-06-28,24,726.275
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,1,726.298
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,2,726.324
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,3,726.345
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,4,726.36
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,5,726.384
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,6,726.408
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,7,726.426
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,8,726.447
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,9,726.467
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,10,726.493
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,11,726.512
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,12,726.541
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,13,726.57
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,14,726.58
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,15,726.606
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,16,726.651
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,17,726.674
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,18,726.696
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,19,726.736
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,20,726.764
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,21,726.786
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,22,726.828
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,23,726.843
LAJ,RSE,R1 - Downtown Reservoir,2011-06-29,24,726.88
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,1,726.902
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,2,726.939
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,3,726.97
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,4,726.997
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,5,727.029
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,6,727.057
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,7,727.084
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,8,727.109
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,9,727.14
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,10,727.165
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,11,727.192
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,12,727.216
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,13,727.25
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,14,727.269
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,15,727.271
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,16,727.318
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,17,727.334
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,18,727.36
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,19,727.372
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,20,727.385
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,21,727.405
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,22,727.42
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,23,727.443
LAJ,RSE,R1 - Downtown Reservoir,2011-06-30,24,727.464
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,1,727.478
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,2,727.504
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,3,727.513
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,4,727.536
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,5,727.549
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,6,727.569
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,7,727.591
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,8,727.603
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,9,727.611
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,10,727.637
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,11,727.656
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,12,727.665
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,13,727.69
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,14,727.689
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,15,727.71
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,16,727.73
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,17,727.735
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,18,727.749
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,19,727.768
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,20,727.772
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,21,727.785
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,22,727.799
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,23,727.816
LAJ,RSE,R1 - Downtown Reservoir,2011-07-01,24,727.826
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,1,727.837
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,2,727.848
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,3,727.86
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,4,727.875
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,5,727.89
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,6,727.896
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,7,727.909
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,8,727.917
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,9,727.935
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,10,727.946
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,11,727.945
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,12,727.968
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,13,727.971
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,14,727.981
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,15,728.002
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,16,728.006
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,17,728.02
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,18,728.026
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,19,728.036
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,20,728.051
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,21,728.052
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,22,728.06
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,23,728.078
LAJ,RSE,R1 - Downtown Reservoir,2011-07-02,24,728.089
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,1,728.094
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,2,728.1
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,3,728.13
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,4,728.12
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,5,728.143
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,6,728.155
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,7,728.167
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,8,728.182
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,9,728.181
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,10,728.203
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,11,728.218
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,12,728.232
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,13,728.25
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,14,728.257
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,15,728.26
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,16,728.285
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,17,728.3
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,18,728.301
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,19,728.31
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,20,728.33
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,21,728.342
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,22,728.357
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,23,728.369
LAJ,RSE,R1 - Downtown Reservoir,2011-07-03,24,728.388
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,1,728.399
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,2,728.418
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,3,728.423
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,4,728.437
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,5,728.448
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,6,728.459
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,7,728.47
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,8,728.491
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,9,728.502
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,10,728.513
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,11,728.523
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,12,728.534
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,13,728.548
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,14,728.57
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,15,728.571
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,16,728.583
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,17,728.594
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,18,728.604
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,19,728.615
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,20,728.626
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,21,728.639
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,22,728.649
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,23,728.659
LAJ,RSE,R1 - Downtown Reservoir,2011-07-04,24,728.669
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,1,728.681
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,2,728.684
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,3,728.699
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,4,728.712
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,5,728.713
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,6,728.733
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,7,728.732
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,8,728.752
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,9,728.758
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,10,728.77
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,11,728.779
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,12,728.79
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,13,728.811
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,14,728.816
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,15,728.83
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,16,728.832
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,17,728.845
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,18,728.847
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,19,728.861
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,20,728.877
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,21,728.89
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,22,728.898
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,23,728.919
LAJ,RSE,R1 - Downtown Reservoir,2011-07-05,24,728.93
LAJ,RSE,R1 - Downtown Reservoir,2011-07-06,1,728.942
LAJ,RSE,R1 - Downtown Reservoir,2011-07-06,2,728.961
LAJ,RSE,R1 - Downtown Reservoir,2011-07-06,3,728.972
LAJ,RSE,R1 - Downtown Reservoir,2011-07-06,4,728.98
